Index,speaker,label_m,comment_m,label_j,comment_j,sent_sv,sent_en,sent_idx,paragraph_idx,comment_translation
533,Nooshi Dadgostar (V),,,,,Det vi ser nu är en elprischock.,What we are seeing now is an electricity price shock.,5,1,
534,Nooshi Dadgostar (V),,,,,Nu bygger vi en marknad av basvaran el.,We are now building a market for the basic product electricity.,6,1,
535,Nooshi Dadgostar (V),,,,,Sverige kan i stället exportera ut till länder som har mycket högre elpriser.,Sweden can instead export to countries with much higher electricity prices.,7,1,
536,Nooshi Dadgostar (V),,,,,Syftet med detta är att skapa ett enhetligt marknadspris över hela EU.,The purpose of this is to create a uniform market price throughout the EU.,8,1,
537,Nooshi Dadgostar (V),,,,,Socialdemokraterna har tidigare varit emot detta.,The Social Democrats have previously opposed this.,9,1,
538,Nooshi Dadgostar (V),,,,,Varför har ni ändrat er nu?,Why have you changed now?,10,1,
539,Nooshi Dadgostar (V),,,,,"Varför går ni inte med på det som Frankrike föreslår, nämligen att varje lands egna förutsättningar ska sätta priset?","Why do you not agree with what France is proposing, namely that each country&#39;s own conditions should set the price?",11,1,
540,Statsminister Magdalena Andersson (S),,,,,Fru talman!,Madam President!,0,0,
541,Statsminister Magdalena Andersson (S),,,,,Då kan jag glädja Nooshi Dadgostar - regeringens målsättning är inte att det ska vara ett enhetligt elpris i Europa.,Then I can please Nooshi Dadgostar - the government&#39;s goal is not for there to be a uniform electricity price in Europe.,1,0,
542,Statsminister Magdalena Andersson (S),,,,,"De låga elpriserna i Sverige är något som gagnar oss mycket väl och en av anledningarna till att vi nu ser den gröna industriella revolutionen som växer fram, inte minst i norra Sverige.","The low electricity prices in Sweden are something that benefits us very well and one of the reasons why we now see the green industrial revolution emerging, not least in northern Sweden.",0,1,
543,Statsminister Magdalena Andersson (S),,,,,Med en konsekvent politik för att driva på klimatomställningen kombinerad med de låga svenska elpriserna ser vi nu hur tusentals jobb skapas runt om i hela landet.,"With a consistent policy to drive climate change combined with the low Swedish electricity prices, we now see how thousands of jobs are created around the country.",1,1,
544,Statsminister Magdalena Andersson (S),,,,,Självklart är det inte så att vi eftersöker ett enhetligt europeiskt elpris.,"Of course, it is not the case that we are looking for a uniform European electricity price.",0,2,
545,Statsminister Magdalena Andersson (S),,,,,Däremot är det så att elpriset i södra Sverige påverkas av det faktum att den naturgas som levereras inte minst från Ryssland har stigit i pris.,"On the other hand, the price of electricity in southern Sweden is affected by the fact that the natural gas delivered, not least from Russia, has risen in price.",1,2,
546,Statsminister Magdalena Andersson (S),,,,,Det påverkar de södra elområdena i Sverige.,It affects the southern electricity areas in Sweden.,2,2,
547,Statsminister Magdalena Andersson (S),,,,,Här har regeringen i dag kunnat presentera en lättnad för hushåll som är drabbade i den här situationen.,"Here, the government has today been able to present a relief to households that are affected in this situation.",0,3,
548,Statsminister Magdalena Andersson (S),,,,,(Applåder),(Applause),0,4,
549,Ebba Busch (KD),,,,,Fru talman!,Madam President!,0,0,
550,Ebba Busch (KD),,,,,Först vill jag välkomna Magdalena Andersson till partiledardebatterna.,"First, I would like to welcome Magdalena Andersson to the party leadership debates.",1,0,
551,Ebba Busch (KD),,,,,Jag ser fram emot goda och tuffa diskussioner oss emellan framöver.,I look forward to good and tough discussions between us in the future.,2,0,
552,Ebba Busch (KD),,,,,Statsministern befinner sig i en lite märklig sits.,The Prime Minister is in a somewhat strange seat.,0,1,
553,Ebba Busch (KD),,,,,"Hon kunde till slut tillträda, men utan ett budgetunderlag och utan sin koalitionspartner sedan sju år tillbaka.","She was finally able to take office, but without a budget base and without her coalition partner for seven years.",1,1,
554,Ebba Busch (KD),,,,,"Min fråga gäller just det här, för Miljöpartiet säger sig vilja återvända till regeringen efter valet.","My question is precisely this, because the Green Party says it wants to return to the government after the election.",0,2,
555,Ebba Busch (KD),,,,,"Man vill lägga ned ännu mer kärnkraft, göra drivmedlen ännu dyrare, stoppa fler gruvprojekt, fortsätta blockera tuffa insatser mot brottsligheten och återgå till den migrationspolitik som gällde före 2015.","They want to shut down even more nuclear power, make fuels even more expensive, stop more mining projects, continue to block tough efforts against crime and return to the migration policy that applied before 2015.",1,2,
556,Ebba Busch (KD),,,,,"Min fråga till statsministern lyder därför: Kan hon ge besked här i dag, inför svenska folket och dess valda ombud, huruvida Miljöpartiet är välkommet tillbaka till Rosenbad om nu olyckan är framme och Magdalena Andersson får bilda regering igen i höst?","My question to the Prime Minister is therefore: Can she inform here today, before Swedish the people and their elected representatives, whether the Green Party is welcome back to Rosenbad if the accident occurs and Magdalena Andersson is allowed to form a government again this autumn?",2,2,
557,Statsminister Magdalena Andersson (S),,,,,Fru talman!,Madam President!,0,0,
558,Statsminister Magdalena Andersson (S),,,,,Vi har haft ett gott samarbete med Miljöpartiet under de här åren.,We have had a good collaboration with the Green Party during these years.,1,0,
559,Statsminister Magdalena Andersson (S),,,,,Jag pratade tidigare om den gröna industriella revolutionen som nu skapar tusentals jobb runt om i hela Sverige och om kommunalråd som svettas med hur de ska kunna bygga ut samhället för att klara de nya jobben som strömmar till.,I talked earlier about the green industrial revolution that is now creating thousands of jobs all over Sweden and about municipal councils that are sweating with how they can expand society to cope with the new jobs that are flowing.,2,0,
560,Statsminister Magdalena Andersson (S),,,,,"Miljöpartiet har varit en viktig drivkraft för den utveckling som vi just nu ser, så Miljöpartiet har bidragit stort till Sverige.","The Green Party has been an important driving force for the development we are currently seeing, so the Green Party has made a major contribution to Sweden.",3,0,
561,Statsminister Magdalena Andersson (S),,,,,Med det sagt kommer vi socialdemokrater att gå till val som enskilt parti på det sätt som vi har gjort tidigare.,"With that said, we Social Democrats will go to the polls as an individual party in the way we have done before.",0,1,
562,Statsminister Magdalena Andersson (S),,,,,"Vi har sagt hur vi kommer att lägga fram vår valstrategi, och vilka besked vi ger inför valet kommer vi att kunna återkomma till.","We have said how we will present our election strategy, and what information we will give before the election we will be able to return to.",1,1,
563,Statsminister Magdalena Andersson (S),,,,,"Min fråga till Ebba Busch, om det nu är viktigt att ge tidiga besked, är om Ebba Busch kommer att vara beredd att sitta i en regering där även Sverigedemokraterna ingår.","My question to Ebba Busch, if it is now important to give early information, is whether Ebba Busch will be prepared to sit in a government that also includes the Sweden Democrats.",0,2,
564,Ebba Busch (KD),,,,,Fru talman!,Madam President!,0,0,
565,Ebba Busch (KD),,,,,Det är något slags underförstådd förförståelse i svensk politik att Socialdemokraterna inte riktigt behöver redogöra för hur saker och ting ska gå till när de bildar regering men att den andra sidan behöver göra det.,"It is a kind of implicit preconception in Swedish politics that the Social Democrats do not really need to account for how things should go when they form a government, but that the other side needs to do so.",1,0,
566,Ebba Busch (KD),,,,,Jag har inga problem med att göra det.,I have no problem doing that.,0,1,
567,Ebba Busch (KD),,,,,"Jag vill att svenska folket ska veta att det finns ett alternativ till den här rödgröna röran, till Socialdemokraterna som alltså tycks vara beredda att ha Miljöpartiet i regeringen igen men som inte kan svara på hur man ska få igenom en budget, om man nu kan förhandla med Vänsterpartiet och vad Centerpartiet då har sagt om det - Centerpartiet som inte vill stötta en regering som pratar med vare sig Vänsterpartiet eller Sverigedemokraterna trots att båda partierna är folkvalda.","I want the Swedish people to know that there is an alternative to this red-green mess, to the Social Democrats who thus seem to be prepared to have the Green Party in the government again but who can not answer how to get through a budget, if you can now negotiate with the Left Party and what the Center Party has then said about it - the Center Party which does not want to support a government that talks to either the Left Party or the Sweden Democrats despite the fact that both parties are elected by the people.",1,1,
568,Ebba Busch (KD),,,,,"Vårt alternativ är tydligt: En ny start för Sverige, i skarp kontrast till den här röran, där fyra partier vill se en annan regering och Kristdemokraterna och Moderaterna i regeringsställning.","Our alternative is clear: A new start for Sweden, in sharp contrast to this mess, where four parties want to see another government and the Christian Democrats and Moderates in government.",0,2,
569,Ebba Busch (KD),,,,,Men vi samarbetar och förhandlar med alla partier i Sveriges riksdag och med Sverigedemokraterna och Liberalerna speciellt.,But we cooperate and negotiate with all parties in the Swedish Parliament and with the Sweden Democrats and the Liberals in particular.,1,2,
570,Ebba Busch (KD),,,,,(Applåder),(Applause),0,3,
571,Statsminister Magdalena Andersson (S),,,,,Fru talman!,Madam President!,0,0,
572,Statsminister Magdalena Andersson (S),,,,,Jag tar det som ett tydligt löfte.,I take it as a clear promise.,1,0,
573,Statsminister Magdalena Andersson (S),,,,,Vi får se vad Jimmie Åkesson har för synpunkt på detta.,We will see what Jimmie Åkesson has to say about this.,2,0,
574,Statsminister Magdalena Andersson (S),,,,,Nu var det ju Ebba Busch som ville ha tidiga besked.,Now it was Ebba Busch who wanted early information.,0,1,
